Bazaarvoice;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
All Reviews Report;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Review ID;Submission Date;Initial Publish Date;Product ID;Product Name;Review Title;Review Text;Product Page URL;Review Authorization Source;Moderation Status;Content Codes;User ID;BV_FE_EXPAND;BV_FE_FAMILY;EAN;Category;Category ID;Top Level Category;Top Level Category ID;"Category
Hierarchy";Product Brand;Featured Badge;Staff Badge;Expert Badge;Merit Rank;Is a Ratings-Only Review;User Nickname;User Location;Shared Review with Facebook;Review Published Email;Review Commented Email;Overall Rating;Recommend to a Friend;Pros;Cons;Client Comments;Photo 1;Photo 2;Video 1;# of Comments;"# of Comments
Approved";"# of Comments
Rejected";"# of Comments
in Moderation";"# of Comments 
with Photo";"# of Comments 
with Video";"# of Helpful
Votes";"# of Not Helpful
Votes";"# of Inappropriate
Votes";Client Response 1;Response Department 1;Response Name 1;Response Type 1;Age;Using Mugler for;Gender;Received an incentive for this review;Verified Purchaser;Net Promoter Score;Net Promoter Comment;Campaign ID;Locale;Originating Domain;Display Code;Session Parameters
194771439;12/29/2017;12/31/2017;M010401002;Alien Eau de Parfum;Better than expected;Shopped around the usual places. Amazon, boots, Debenhams etc. Spotted link for mugler website and so glad I clicked it. Easy process from start to finish. Added bonus' that it was cheaper than any of the other outlets and all the extras included. Personal message was a nice touch also. Will definitely purchase direct again.;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;SITE;APPROVED;;TMGUK004528409;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;David;Lancashire, UK;0;Yes;Yes;5;Yes;;;;;;;0;0;0;0;0;0;0;0;0;;;;;46-55;4-10 years;Male;;;;;BV_PIE;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
194098334;12/12/2017;12/13/2017;M010401002;Alien Eau de Parfum;Great;I love the fragrance of Alien Eau de Parfum its my favourite;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;SITE;APPROVED;;TMGUK004513374;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;stonnall;west midlands;0;No;No;5;Yes;;;;;;;0;0;0;0;0;0;1;0;0;;;;;36-45;1-3 years;Female;;;;;BV_PIE;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
193871294;12/6/2017;12/7/2017;M010401002;Alien Eau de Parfum;;Wonderful smell that's last all day , even on the days I'm not wearing it I can still smell it on my seatbelt , favourite and people always ask what I'm wearing;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;;ivhvvr63vph2yvn331u537mzo;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;Sam16;England, UK;0;No;No;5;Yes;;;;;;;0;0;0;0;0;0;1;1;0;;;;;36-45;1-3 years;;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
193694758;12/1/2017;12/2/2017;M010401002;Alien Eau de Parfum;Excellent product;Very nice and lasts all day would highly recommend it;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;;shn867p4en650g0qmm0u4e5tb;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;Dondon;Manchester;0;Yes;Yes;4;Yes;;;;;;;0;0;0;0;0;0;2;0;0;;;;;36-45;4-10 years;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
193590920;11/28/2017;11/30/2017;M010401002;Alien Eau de Parfum;Alien eau de parfume;I was very impressed with this scent i would definitely recommend it for day time or night time use it lasted me all day when a lot of perfumes need reapplying i give it 5 stars;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;;dmkxgluiiz2ihxkkjoblyiaxt;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;Kris;England uk;0;Yes;Yes;5;Yes;;;;;;;0;0;0;0;0;0;1;0;0;;;;;46-55;Less than 1 year;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
193341239;11/22/2017;11/24/2017;M010401002;Alien Eau de Parfum;Amazing;It smells so good, I'm really happy with my product because of the amazing quality and even the packaging.;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;;9itnok5lh8wmaxgcu6lf711ex;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;Bekky;London, UK;0;Yes;Yes;5;Yes;;;;;;;0;0;0;0;0;0;2;1;0;;;;;26-35;1-3 years;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
192490673;11/6/2017;11/6/2017;M010401002;Alien Eau de Parfum;my experience;Love, love, love this perfume! Whilst wearing this scent, a large number of people, have asked what perfume im wearing...its a gorgeous signature scent.;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;ABC;7kkp1xmnx9sja5fj6tuopuoel;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;louise35;;0;Yes;Yes;5;Yes;;;11/06/2017 03:51 (Shanice) Approved by client;;;;0;0;0;0;0;0;1;0;0;;;;;;Less than 1 year;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
192482876;11/5/2017;11/6/2017;M010401002;Alien Eau de Parfum;I love this product;I received my free sample of alien perfume last week and it smells amazing it's my new favourite perfume and I will definitely be putting it on my Christmas list! And I would recommend it to all of my friends and family;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;ABC;9kfxfnzfcpy46yasiywbsym1t;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;Tia17;Doncaster;0;Yes;Yes;5;Yes;;;11/06/2017 03:51 (Shanice) Approved by client;;;;0;0;0;0;0;0;1;0;0;;;;;18 or under;Less than 1 year;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
192401754;11/3/2017;11/3/2017;M010401002;Alien Eau de Parfum;Alieneau de parfum;"Love the fragrance of it .If i had more than one sachet i would have given to my two adult daughters.
Hoping they will buy me xmas";https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;;9kwj16l94ltfabnantwt29ths;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;Nosey;Moray. Uk;0;No;No;5;Yes;;;;;;;0;0;0;0;0;0;0;1;0;;;;;66 or over;Less than 1 year;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
192389483;11/3/2017;11/3/2017;M010401002;Alien Eau de Parfum;Engraved Alien Bottle;Ordered the engraving for my daughter's 18th Birthday she was delighted couldn't get over the personal touch and thought it was a wonderful keepsake. Would definitely order from this site again and highly recommend engraving a bottle for a special occasion.;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;SITE;APPROVED;;abwAN7y5KL1ojwNaUaLh1uMIFj;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;Shelly;Ireland;0;Yes;Yes;5;Yes;;;;;;;0;0;0;0;0;0;0;0;0;;;;;46-55;4-10 years;Female;;;;;BV_PIE;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
192318091;11/1/2017;11/1/2017;M010401002;Alien Eau de Parfum;What a treat!;Absolutely loved your product, thank you so much for my free sample, I will definately treat myself to a bottle for Christmas.;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;;5qz34mt327kqa49y7ei7oy8lo;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;Nanashell;North Wales;0;Yes;Yes;5;Yes;;;;;;;0;0;0;0;0;0;0;0;0;;;;;46-55;Less than 1 year;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
192248701;10/30/2017;10/30/2017;M010401002;Alien Eau de Parfum;پانچ تارے بہت کم ہیں۔;اس عطر کے لیے پانچ تارے بہت کم پین سو تارے ہونے چاہیے۔ اتنی اچھی اس کی خوشبو ہے کہ بتا نہیں سکتا بس جب میری بیگم لگاتی ہے تو محسوس کر سکتا ہو۔ پاگل کر دیتی ہے اس پرفیوم کی خوشبو مجھے تو۔ اگر کسی کو شک ہے تو خرید کر اپنی بیگم کو دے خود ہی پتہ چل جاے گا۔;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;SITE;REJECTED;FL;TMGUK004480879;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;MrMirpur;Keighley United Kingdom;0;Yes;Yes;5;Yes;;;;;;;0;0;0;0;0;0;0;0;0;;;;;36-45;Less than 1 year;Male;;;;;BV_PIE;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
192095479;10/27/2017;10/27/2017;M010401002;Alien Eau de Parfum;Terrible waste of time and birthday ruined;Ordered this and payed awaited delivery and advised order delivered to wrong address and that I was better to find my missing parcel myself. So when I tracked it down finally the had sent an empty box apart from the few samples. On calling rad office it took 48 hours to be told they indeed had sent an empty box as was out of stock and then it took me around 2 weeks to get a refund by that time my mrs birthday was well past;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;SITE;REJECTED;SI CSN PUX VAC;TMGUK003653861;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;Geo666uk;Sheffield;0;Yes;Yes;1;No;;;;;;;0;0;0;0;0;0;0;0;0;;;;;36-45;1-3 years;Male;;;;;BV_PIE;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
192088889;10/27/2017;10/27/2017;M010401002;Alien Eau de Parfum;Sample tried;Tried the sample, liked the smell when first put on but when I got my husband to smell a few hours later he said he couldn't smell anything.;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;;loo7i2i7uf5ubucjw7ll2s4tz;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;Bigfatmama;Salisbury, UK;0;Yes;Yes;3;Yes;;;;;;;0;0;0;0;0;0;1;0;0;;;;;46-55;Less than 1 year;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
192073635;10/26/2017;10/26/2017;M010401002;Alien Eau de Parfum;;I am still waiting for samples to arrive cannot give a review until I receive my samples sorry;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;REJECTED;SI VAC PUX;ppy8qc2gqncvezks0rsx4gbs8;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;Alyson;;0;Yes;Yes;5;No;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
190825956;10/21/2017;10/22/2017;M010401002;Alien Eau de Parfum;Love it;from the first moment i felt this perfume is for me it suits me and i realy love it;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;;262ijhz8v047pdphjg391030k;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;kamila;Spalding UK;0;Yes;Yes;5;Yes;;;;;;;0;0;0;0;0;0;0;0;0;;;;;36-45;Less than 1 year;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
190734277;10/19/2017;10/20/2017;M010401002;Alien Eau de Parfum;muggler alien;Lovely scent which holds for some time, will now get a bottle. Thanks;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;ABC;3k0md5lo9uyprla8dtcd63nw1;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;cassy;Lancaster;0;Yes;Yes;4;Yes;;;10/20/2017 04:23 (Shanice) Approved by client;;;;0;0;0;0;0;0;0;0;0;;;;;56-65;1-3 years;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
190723225;10/18/2017;10/20/2017;M010401002;Alien Eau de Parfum;Extraordinary;Really great scent. Didn't expect that. I am definately purchasing it. I just loved it from the first smell. Stays in long enough. I have been already recommending this product to my friends showing them the sample. Just love it!;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;ABC;al51fbf0dbjqaycnchas1xe7t;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;Nushi77;Denny FK6, UK;0;Yes;Yes;5;Yes;;;10/20/2017 04:22 (Shanice) Approved by client;;;;0;0;0;0;0;0;0;0;0;;;;;26-35;Less than 1 year;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
190698907;10/18/2017;10/19/2017;M010401002;Alien Eau de Parfum;Alien convert;A beautiful spicy frangrance as a fan of angel I had never swayed to alien but after trying the sample I will definitely be buying a bittle;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;;kugb387966kd9ts3z9eypw54z;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;MagooLeigh;Birmingham, UK;0;Yes;Yes;5;Yes;;;;;;;0;0;0;0;0;0;0;0;0;;;;;46-55;4-10 years;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
190692582;10/18/2017;10/19/2017;M010401002;Alien Eau de Parfum;Love love love!;Amazing perfume. Love the smell. Definitely recommend;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;;pakzb081d0bxeg3dfiddeq5vr;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;Leacass;Liverpool, UK;0;Yes;Yes;5;Yes;;;;;;;0;0;0;0;0;0;0;0;0;;;;;26-35;11-25 years;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
190669441;10/17/2017;10/19/2017;M010401002;Alien Eau de Parfum;sample review;"My mum really liked the smell of this .
The only problem was that's all she could get from the sample ,a smell.

Awful design for a sample pack which my mum or me had no clue how to use.

Next time how about a normal sample in a small ""bottle"" ,just like most samples.";https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;;e1vndgrqplvrwp9qb6iywij0k;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;rocky;london;0;No;Yes;3;Yes;;;;;;;0;0;0;0;0;0;0;1;0;;;;;46-55;Less than 1 year;Male;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
190661304;10/17/2017;10/18/2017;M010401002;Alien Eau de Parfum;Not impressed;I have been a fan of Mugler perfumes for some time, but I have to say this one is in no way as interesting as Angel or Womanity. I am actually disappointed that they have stopped the production of Womanity .....;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;;m0ylaok5mily9nw4dsaeumn9j;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;Luckysmum;London;0;Yes;Yes;2;No;;;;;;;0;0;0;0;0;0;0;1;0;;;;;56-65;4-10 years;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
190660673;10/17/2017;10/18/2017;M010401002;Alien Eau de Parfum;Gorgeous;"the smell of this product is incredible and i get such lovely comments
good delivery time and plus side i can get the bottle refilled";https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;SITE;APPROVED;;TMGUK004466863;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;samantha27;The Street, Old Basing, Basingstoke RG24 7BH, United Kingdom;0;No;No;5;Yes;;;;;;;0;0;0;0;0;0;0;0;0;;;;;26-35;Less than 1 year;Female;;;;;BV_PIE;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
190653244;10/17/2017;10/18/2017;M010401002;Alien Eau de Parfum;So Refreshing;I found the sample perfume really refreshing and long lasting. It is a good blend of floral and wooden aroma. I really liked it,;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;;22si778b4ik22dkqsw03pnlzs;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;Riya;London;0;Yes;No;4;Yes;;;;;;;0;0;0;0;0;0;0;0;0;;;;;36-45;Less than 1 year;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
190652692;10/17/2017;10/18/2017;M010401002;Alien Eau de Parfum;Beautiful perfume;Beautiful perfume would definitely recommend and will be buying again and again;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;;ianpf336x692h14a7bgzjgol4;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;Welshlady;Wales;0;Yes;Yes;5;Yes;;;;;;;0;0;0;0;0;0;0;0;0;;;;;46-55;Less than 1 year;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
190652137;10/17/2017;10/18/2017;M010401002;Alien Eau de Parfum;mugler- alien;I think it had that perfect smell. Id love to have a full size bottle of it but it is expensive from what I read online;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;;hdnv1qminasox85m2qsag5gwm;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;jade26;;0;Yes;Yes;5;Yes;;;;;;;0;0;0;0;0;0;0;0;0;;;;;;Less than 1 year;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
190643727;10/16/2017;10/17/2017;M010401002;Alien Eau de Parfum;Alien;"A lovely sophisticated perfume.
Lasts well best suited for evening wear.";https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;;spflcaft1uw4y9yhdu447wor1;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;Dede;Durham;0;No;No;5;Yes;;;;;;;0;0;0;0;0;0;0;0;0;;;;;56-65;Less than 1 year;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
190581380;10/16/2017;10/17/2017;M010401002;Alien Eau de Parfum;Alien perfume;I have recently been trying Alien as a change from my usual perfume, and I am pleasantly pleased with it. The smell is quite floral and light, with a slight woody undertone. It lasts a long time as well so another bonus. I have also received compliments on it, which is always a good sign! I would recommend this if you like light floral perfumes.;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;;ebr5nvkf60dte5cbs0ayyv0yi;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;Splash;Devon;0;No;No;5;Yes;;;;;;;0;0;0;0;0;0;0;0;0;;;;;46-55;Less than 1 year;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
190579490;10/16/2017;10/17/2017;M010401002;Alien Eau de Parfum;it makes me fell sultry - it can work for you too;"this fragrance is just so different. It is not overpowering like loads out there.
it makes me feel, well, calm, sultry and human.
it lasts all day and you cant ask more than that either.
If I had the money I would buy it every week.
try it.
what have you to lose.??
something a wee bit different.
we all love to be just that wee bit different - dont we ??";https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;;h3mry9u6yerw15etstec2s4uv;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;spacegran;Northern Ireland, UK;0;Yes;Yes;5;Yes;;;;;;;0;0;0;0;0;0;0;0;0;;;;;56-65;11-25 years;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
190577861;10/16/2017;10/17/2017;M010401002;Alien Eau de Parfum;Beautiful;I was delighted when I received my free sample. Such a beautiful fragrance and lasted a while too.;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;;h3pz5jd21zj07j416zkxhvuzv;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;Purrrr;Manchester;0;No;No;5;Yes;;;;;;;0;0;0;0;0;0;0;0;0;;;;;56-65;Less than 1 year;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
190575034;10/16/2017;10/17/2017;M010401002;Alien Eau de Parfum;Not strong as expected;"I receive sample but came with funny way made package.. i try to open and i ruin all package so sample start to leak... :( 
Sad who ever find clue to made so complicated sample pack :(
Hope next time i will receive in normal small bottle ...
Smell is nice but not strong as I expected";https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;;lciumpb3v5fucvwi5ia6yk434;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;Andzelika;Birmingham;0;Yes;Yes;3;Yes;;;;;;;0;0;0;0;0;0;1;0;0;;;;;26-35;Less than 1 year;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
190572212;10/16/2017;10/17/2017;M010401002;Alien Eau de Parfum;Alien;A perfume that is literally out of this world. Strong and sensual.;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;;m0u0ceeuaixjkrlup8bpi66sp;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;Mrslaptop;Northamptonshire, UK;0;Yes;Yes;5;Yes;;;;;;;0;0;0;0;0;0;0;0;0;;;;;56-65;11-25 years;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
190568954;10/16/2017;10/16/2017;M010401002;Alien Eau de Parfum;Alien eau de parfum;Fantastic product, full of character and vigour, enchanting!;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;ABC;l897cfoy9bqlw1h0hxh390vzs;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;Jellybell;East sussex;0;Yes;Yes;5;Yes;;;10/16/2017 03:34 (Shanice) Approved by client;;;;0;0;0;0;0;0;0;0;0;;;;;36-45;Less than 1 year;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
190567032;10/16/2017;10/16/2017;M010401002;Alien Eau de Parfum;LIve this perfume;The perfume is just great! It’s smells good and the scent lasts all day and honestly just wish I had more !!;https://www.mugler.co.uk/fragrance/women/alien/fragrances/alien-eau-de-parfum-M010401002.html;HOSTED_AUTHENTICATION_EMAIL;APPROVED;ABC;q8wn8gpnejssh5ehhqw0eyiiw;BV_FE_FAMILY:M010401002;M010401002;;Fragrances;alien-perfumes;Fragrance;fragrance;Fragrance > Women > Alien > Fragrances;MUGLER;;;;;;Brooklynn99;Scotland;0;Yes;Yes;5;Yes;;;10/16/2017 03:34 (Shanice) Approved by client;;;;0;0;0;0;0;0;0;0;0;;;;;19-25;1-3 years;Female;;;;;BV_RATING_SUMMARY;en_GB;c6.ugc.bazaarvoice.com;6275-en_gb;
